val_loss,val_acc,train_loss,train_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6946372807025909,0.495,0.6948156237602234,0.49711110562411553,1732279711,,False,1,063e1_00003,2024-11-22_12-48-31,0.20726680755615234,0.20726680755615234,498615,nc619-System-Product-Name,172.30.5.106,0.20726680755615234,1
0.6946326076984406,0.495,0.6947790622711182,0.4964449338844471,1732279711,,False,2,063e1_00003,2024-11-22_12-48-31,0.1913597583770752,0.39862656593322754,498615,nc619-System-Product-Name,172.30.5.106,0.39862656593322754,2
0.6946155428886414,0.495,0.6947418272495269,0.49755604499555817,1732279711,,False,3,063e1_00003,2024-11-22_12-48-31,0.18677186965942383,0.5853984355926514,498615,nc619-System-Product-Name,172.30.5.106,0.5853984355926514,3
0.6945994377136231,0.495,0.6946992456912995,0.4988903681828881,1732279711,,False,4,063e1_00003,2024-11-22_12-48-31,0.18653464317321777,0.7719330787658691,498615,nc619-System-Product-Name,172.30.5.106,0.7719330787658691,4
0.6945843040943146,0.5,0.6946596086025238,0.5000024691479957,1732279711,,False,5,063e1_00003,2024-11-22_12-48-31,0.18909001350402832,0.9610230922698975,498615,nc619-System-Product-Name,172.30.5.106,0.9610230922698975,5
0.6945899486541748,0.49000000000000005,0.6946167647838593,0.5006686408876642,1732279711,,False,6,063e1_00003,2024-11-22_12-48-31,0.19132614135742188,1.1523492336273193,498615,nc619-System-Product-Name,172.30.5.106,1.1523492336273193,6
0.6946001827716828,0.495,0.6945685923099518,0.49977925707177695,1732279712,,False,7,063e1_00003,2024-11-22_12-48-32,0.18759632110595703,1.3399455547332764,498615,nc619-System-Product-Name,172.30.5.106,1.3399455547332764,7
0.6946114957332611,0.5,0.6945190012454987,0.499557529776553,1732279712,,False,8,063e1_00003,2024-11-22_12-48-32,0.1861255168914795,1.5260710716247559,498615,nc619-System-Product-Name,172.30.5.106,1.5260710716247559,8
0.6946217536926269,0.505,0.6944601655006408,0.49933332784633766,1732279712,,False,9,063e1_00003,2024-11-22_12-48-32,0.19165492057800293,1.7177259922027588,498615,nc619-System-Product-Name,172.30.5.106,1.7177259922027588,9
0.6946227610111236,0.51,0.6943983674049378,0.5028908631098863,1732279712,,False,10,063e1_00003,2024-11-22_12-48-32,0.19408011436462402,1.9118061065673828,498615,nc619-System-Product-Name,172.30.5.106,1.9118061065673828,10
0.6946074545383454,0.505,0.6943326413631439,0.5046681459606659,1732279712,,False,11,063e1_00003,2024-11-22_12-48-32,0.18765807151794434,2.099464178085327,498615,nc619-System-Product-Name,172.30.5.106,2.099464178085327,11
0.6945917010307312,0.5,0.6942683935165406,0.5064479034464366,1732279713,,False,12,063e1_00003,2024-11-22_12-48-33,0.18666672706604004,2.286130905151367,498615,nc619-System-Product-Name,172.30.5.106,2.286130905151367,12
0.6945780456066132,0.5,0.6941943466663361,0.5022232065892231,1732279713,,False,13,063e1_00003,2024-11-22_12-48-33,0.19038915634155273,2.47652006149292,498615,nc619-System-Product-Name,172.30.5.106,2.47652006149292,13
0.6945511043071747,0.505,0.6941240727901459,0.5044464186654419,1732279713,,False,14,063e1_00003,2024-11-22_12-48-33,0.1907799243927002,2.66729998588562,498615,nc619-System-Product-Name,172.30.5.106,2.66729998588562,14
0.6945486247539521,0.5199999999999999,0.6940480828285217,0.507562973973534,1732279713,,False,15,063e1_00003,2024-11-22_12-48-33,0.19150328636169434,2.8588032722473145,498615,nc619-System-Product-Name,172.30.5.106,2.8588032722473145,15
0.6945602238178253,0.51,0.6939683794975281,0.5095639638275304,1732279713,,False,16,063e1_00003,2024-11-22_12-48-33,0.1973268985748291,3.0561301708221436,498615,nc619-System-Product-Name,172.30.5.106,3.0561301708221436,16
0.6945684313774109,0.52,0.6938794732093811,0.5142355797641798,1732279714,,False,17,063e1_00003,2024-11-22_12-48-34,0.19057869911193848,3.246708869934082,498615,nc619-System-Product-Name,172.30.5.106,3.246708869934082,17
0.6945485472679138,0.5349999999999999,0.6937763690948486,0.5126785394276295,1732279714,,False,18,063e1_00003,2024-11-22_12-48-34,0.1892237663269043,3.4359326362609863,498615,nc619-System-Product-Name,172.30.5.106,3.4359326362609863,18
0.6944967150688172,0.52,0.6936645090579987,0.5151224889450756,1732279714,,False,19,063e1_00003,2024-11-22_12-48-34,0.18822097778320312,3.6241536140441895,498615,nc619-System-Product-Name,172.30.5.106,3.6241536140441895,19
0.6944380700588226,0.5199999999999999,0.6935508251190186,0.514677549573633,1732279714,,False,20,063e1_00003,2024-11-22_12-48-34,0.1882164478302002,3.8123700618743896,498615,nc619-System-Product-Name,172.30.5.106,3.8123700618743896,20
0.6943805277347564,0.51,0.6934281289577484,0.514679529281626,1732279714,,False,21,063e1_00003,2024-11-22_12-48-34,0.19462084770202637,4.006990909576416,498615,nc619-System-Product-Name,172.30.5.106,4.006990909576416,21
